OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported,weekday,month
2639,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,153 AV/97 ST,28,4,2023,4/28/2023,Friday,Apr
2640,4/28/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,TANNER WN/TOMLINSON CR,28,4,2023,4/28/2023,Friday,Apr
2641,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,105 AV/110 ST,28,4,2023,4/28/2023,Friday,Apr
2642,4/28/2023 12:00,Violent,Personal Violence,Assault,156 ST/STONY PLAIN RD,28,4,2023,4/28/2023,Friday,Apr
2643,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,43 AV/NOT NAMED RD,28,4,2023,4/28/2023,Friday,Apr
2644,4/28/2023 12:00,Non-Violent,Property,Possession Stolen Property,66 ST/66 ST,28,4,2023,4/28/2023,Friday,Apr
2645,4/28/2023 12:00,Non-Violent,Property,Theft Over $5000,1A AV SW/55 ST SW,28,4,2023,4/28/2023,Friday,Apr
2646,4/28/2023 12:00,Violent,Personal Violence,Assault,100 ST/MACDONALD DR,28,4,2023,4/28/2023,Friday,Apr
2647,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,ROYAL ALEXANDRA HOSPITAL TC/ROYAL ALEXANDRA HOSPIT,28,4,2023,4/28/2023,Friday,Apr
2648,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,106 ST/98 AV,28,4,2023,4/28/2023,Friday,Apr
2649,4/28/2023 12:00,Violent,Personal Violence,Assault,129 AV/BELVEDERE TC,28,4,2023,4/28/2023,Friday,Apr
2650,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,28,4,2023,4/28/2023,Friday,Apr
2651,4/28/2023 12:00,Disorder,General Disorder,Trespassing,102 ST/POST RD,28,4,2023,4/28/2023,Friday,Apr
2652,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,113 ST/113 ST,28,4,2023,4/28/2023,Friday,Apr
2653,4/28/2023 12:00,Disorder,General Disorder,Suspicious Person,CALLINGWOOD RD/CALLINGWOOD RD,28,4,2023,4/28/2023,Friday,Apr
2654,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,100 AV/105 ST,28,4,2023,4/28/2023,Friday,Apr
2655,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,139 AV/40 ST,28,4,2023,4/28/2023,Friday,Apr
2656,4/28/2023 12:00,Non-Violent,Property,Fraud - Financial,116 ST/152B AV,28,4,2023,4/28/2023,Friday,Apr
2658,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,170 ST/100 AV,28,4,2023,4/28/2023,Friday,Apr
2659,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,135 ST/ST GEORGES CR,28,4,2023,4/28/2023,Friday,Apr
2660,4/28/2023 12:00,Non-Violent,Property,Fraud General,29 AV/29 AV,28,4,2023,4/28/2023,Friday,Apr
2661,4/28/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,106 ST/47 AV,28,4,2023,4/28/2023,Friday,Apr
2662,4/27/2023 12:00,Disorder,General Disorder,Trouble with Person,JASPER PLACE TC/STONY PLAIN RD,27,4,2023,4/27/2023,Thursday,Apr
2663,4/27/2023 12:00,Violent,Personal Violence,Assault,101 ST/155 AV,27,4,2023,4/27/2023,Thursday,Apr
2664,4/27/2023 12:00,Non-Violent,Property,Break and Enter Commercial,109A AV/161 ST,27,4,2023,4/27/2023,Thursday,Apr
2665,4/27/2023 12:00,Disorder,General Disorder,Trouble with Person,106 ST/107 AV,27,4,2023,4/27/2023,Thursday,Apr
2666,4/27/2023 12:00,Non-Violent,Property,Break and Enter Residential,129 ST/135A AV,27,4,2023,4/27/2023,Thursday,Apr
2667,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,82 ST/KNOTTWOOD RD,30,4,2023,4/30/2023,Sunday,Apr
2668,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,114 AV/TOWER RD,30,4,2023,4/30/2023,Sunday,Apr
2669,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,101 ST/120 AV,30,4,2023,4/30/2023,Sunday,Apr
2670,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,123 AV/97 ST,30,4,2023,4/30/2023,Sunday,Apr
2672,4/30/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,165 ST/104 AV,30,4,2023,4/30/2023,Sunday,Apr
2673,4/30/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,137 AV/24 ST,30,4,2023,4/30/2023,Sunday,Apr
2675,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,30,4,2023,4/30/2023,Sunday,Apr
2676,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,106 AV/112 ST,30,4,2023,4/30/2023,Sunday,Apr
2678,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,161 ST/162 ST,30,4,2023,4/30/2023,Sunday,Apr
2679,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,109 AV/124 ST,29,4,2023,4/29/2023,Saturday,Apr
2681,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,108 ST/72 AV,29,4,2023,4/29/2023,Saturday,Apr
2682,4/29/2023 12:00,Non-Violent,Property,Fraud - Financial,106 ST/79 AV,29,4,2023,4/29/2023,Saturday,Apr
2683,4/29/2023 12:00,Violent,Personal Violence,Assault,105 ST/82 AV,29,4,2023,4/29/2023,Saturday,Apr
2684,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,165 AV/95 ST,29,4,2023,4/29/2023,Saturday,Apr
2685,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,97 ST/97 ST,29,4,2023,4/29/2023,Saturday,Apr
2686,4/29/2023 12:00,Disorder,General Disorder,Suspicious Person,114 AV/96 ST,29,4,2023,4/29/2023,Saturday,Apr
2687,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,ARGYLL RD/ARGYLL RD,29,4,2023,4/29/2023,Saturday,Apr
2688,4/29/2023 12:00,Violent,Personal Violence,Assault,118 AV/83 ST,29,4,2023,4/29/2023,Saturday,Apr
2689,4/29/2023 12:00,Violent,Personal Violence,Assault,151 ST/STONY PLAIN RD,29,4,2023,4/29/2023,Saturday,Apr
2690,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,97 ST/NORTHGATE TC,29,4,2023,4/29/2023,Saturday,Apr
2691,4/29/2023 12:00,Disorder,General Disorder,Trespassing,178 ST/89 AV,29,4,2023,4/29/2023,Saturday,Apr
2692,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,29,4,2023,4/29/2023,Saturday,Apr
2695,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,100 ST/106 AV,29,4,2023,4/29/2023,Saturday,Apr
2696,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,129 ST/140 AV,29,4,2023,4/29/2023,Saturday,Apr
2697,4/29/2023 12:00,Non-Violent,Property,Break and Enter Residential,35 AV SW/JAMES MOWATT TR SW,29,4,2023,4/29/2023,Saturday,Apr
2698,4/29/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,112 AV/63 ST,29,4,2023,4/29/2023,Saturday,Apr
2700,4/28/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,116 ST/135A AV,28,4,2023,4/28/2023,Friday,Apr
2701,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/107 ST,28,4,2023,4/28/2023,Friday,Apr
2702,4/28/2023 12:00,Non-Violent,Property,Fraud Personal,106A AV/145 ST,28,4,2023,4/28/2023,Friday,Apr
2703,4/28/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,54 AV/143 ST,28,4,2023,4/28/2023,Friday,Apr
2704,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,102 AV/158 ST,28,4,2023,4/28/2023,Friday,Apr
2705,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,171 ST/84 AV,28,4,2023,4/28/2023,Friday,Apr
2706,4/28/2023 12:00,Non-Violent,Property,Break and Enter Residential,172 ST/64 AV,28,4,2023,4/28/2023,Friday,Apr
2707,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,38 AV/MILL WOODS RD,28,4,2023,4/28/2023,Friday,Apr
2708,4/28/2023 12:00,Violent,Personal Violence,Robbery Personal,125 AV/82 ST,28,4,2023,4/28/2023,Friday,Apr
2710,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,105 AV/48 ST,28,4,2023,4/28/2023,Friday,Apr
2711,4/28/2023 12:00,Violent,Personal Violence,Robbery Personal,129 ST/130 ST,28,4,2023,4/28/2023,Friday,Apr
2712,4/28/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,105 ST/124 AV,28,4,2023,4/28/2023,Friday,Apr
2713,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/64 ST,28,4,2023,4/28/2023,Friday,Apr
2714,4/28/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/107 AV,28,4,2023,4/28/2023,Friday,Apr
2715,4/28/2023 12:00,Violent,Personal Violence,Assault,NORTHGATE TC/NORTHGATE TC,28,4,2023,4/28/2023,Friday,Apr
2716,4/28/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,155 ST/93A AV,28,4,2023,4/28/2023,Friday,Apr
2717,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,125 AV/79 ST,28,4,2023,4/28/2023,Friday,Apr
2718,4/28/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,97 ST/YELLOWHEAD TR,28,4,2023,4/28/2023,Friday,Apr
2719,4/28/2023 12:00,Non-Violent,Property,Fraud - Financial,109A AV/120 ST,28,4,2023,4/28/2023,Friday,Apr
2720,4/28/2023 12:00,Violent,Personal Violence,Assault,127 ST/185 AV,28,4,2023,4/28/2023,Friday,Apr
2721,4/28/2023 12:00,Non-Violent,Property,Fraud - Financial,105 ST/JASPER AV,28,4,2023,4/28/2023,Friday,Apr
2722,4/28/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,30 AV SW/JAMES MOWATT TR SW,28,4,2023,4/28/2023,Friday,Apr
2723,4/27/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,139 AV/42 ST,27,4,2023,4/27/2023,Thursday,Apr
2724,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,118 AV/118 AV,27,4,2023,4/27/2023,Thursday,Apr
2725,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,160 AV/97 ST,27,4,2023,4/27/2023,Thursday,Apr
2726,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,156 ST/156 ST,27,4,2023,4/27/2023,Thursday,Apr
2727,4/27/2023 12:00,Disorder,General Disorder,Trouble with Person,19 AV/19 AV,27,4,2023,4/27/2023,Thursday,Apr
2728,4/27/2023 12:00,Disorder,General Disorder,Trouble with Person,78 ST/38A AV,27,4,2023,4/27/2023,Thursday,Apr
2729,4/27/2023 12:00,Disorder,General Disorder,Trouble with Person,120 AV/34 ST,27,4,2023,4/27/2023,Thursday,Apr
2730,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,106 ST/80 AV,27,4,2023,4/27/2023,Thursday,Apr
2731,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,82 ST/82 ST,27,4,2023,4/27/2023,Thursday,Apr
2732,4/27/2023 12:00,Non-Violent,Property,Theft Under $5000,88 ST/127 AV,27,4,2023,4/27/2023,Thursday,Apr
2733,5/3/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,132A AV/82 ST,3,5,2023,5/3/2023,Wednesday,May
2734,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,172 ST/95 AV,3,5,2023,5/3/2023,Wednesday,May
2735,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/95 AV,3,5,2023,5/3/2023,Wednesday,May
2736,5/3/2023 12:00,Disorder,General Disorder,Trouble with Person,177 ST/69 AV,3,5,2023,5/3/2023,Wednesday,May
2737,5/3/2023 12:00,Violent,Personal Violence,Assault,56 ST/145 AV,3,5,2023,5/3/2023,Wednesday,May
2738,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,68 ST/DELWOOD RD,3,5,2023,5/3/2023,Wednesday,May
2739,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,68 ST/DELWOOD RD,3,5,2023,5/3/2023,Wednesday,May
2740,5/3/2023 12:00,Non-Violent,Property,Fraud - Financial,STADIUM RD/STADIUM RD,3,5,2023,5/3/2023,Wednesday,May
2741,5/3/2023 12:00,Disorder,Disputes/Disturbances,Dispute,33A AV/112B ST,3,5,2023,5/3/2023,Wednesday,May
2742,5/3/2023 12:00,Non-Violent,Property,Fraud - Financial,108A ST/51 AV,3,5,2023,5/3/2023,Wednesday,May
2743,5/3/2023 12:00,Non-Violent,Property,Break and Enter Residential,102 AV/118 ST,3,5,2023,5/3/2023,Wednesday,May
2744,5/3/2023 12:00,Disorder,General Disorder,Trouble with Person,218 ST/STONY PLAIN RD,3,5,2023,5/3/2023,Wednesday,May
2745,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/138 AV,3,5,2023,5/3/2023,Wednesday,May
2747,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,CASTLE DOWNS TC/CASTLE DOWNS TC,3,5,2023,5/3/2023,Wednesday,May
2748,5/3/2023 12:00,Other,Provincial Statute Violations,Liquor Act,109 AV/109 ST,3,5,2023,5/3/2023,Wednesday,May
2749,5/3/2023 12:00,Violent,Personal Violence,Assault,106A AV/96 ST,3,5,2023,5/3/2023,Wednesday,May
2750,5/3/2023 12:00,Violent,Personal Violence,Assault,178 ST/89 AV,3,5,2023,5/3/2023,Wednesday,May
2751,5/3/2023 12:00,Disorder,General Disorder,Trouble with Person,132 AV/88 ST,3,5,2023,5/3/2023,Wednesday,May
2752,5/3/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,LAKEWOOD RD/MILL WOODS RD,3,5,2023,5/3/2023,Wednesday,May
2753,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,90 AV/90 AV,3,5,2023,5/3/2023,Wednesday,May
2754,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,74 AV/91 ST,3,5,2023,5/3/2023,Wednesday,May
2755,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,153 AV/37 ST,3,5,2023,5/3/2023,Wednesday,May
2757,5/3/2023 12:00,Disorder,General Disorder,Trespassing,111 AV/KINGSWAY ,3,5,2023,5/3/2023,Wednesday,May
2758,5/3/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,103 AV/120 ST,3,5,2023,5/3/2023,Wednesday,May
2759,5/3/2023 12:00,Non-Violent,Property,Break and Enter Residential,WATES PL SW/WATES LK SW,3,5,2023,5/3/2023,Wednesday,May
2760,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,99 ST/169 AV,3,5,2023,5/3/2023,Wednesday,May
2761,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,3,5,2023,5/3/2023,Wednesday,May
2763,5/3/2023 12:00,Disorder,General Disorder,Trouble with Person,101 AV/72 ST,3,5,2023,5/3/2023,Wednesday,May
2764,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,100 ST/168 AV,2,5,2023,5/2/2023,Tuesday,May
2765,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,101A ST/98 AV,2,5,2023,5/2/2023,Tuesday,May
2766,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/HERMITAGE PARK RD,2,5,2023,5/2/2023,Tuesday,May
2767,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,105 ST/120 AV,2,5,2023,5/2/2023,Tuesday,May
2768,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,64 AV/177 ST,2,5,2023,5/2/2023,Tuesday,May
2769,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,64 AV/177 ST,2,5,2023,5/2/2023,Tuesday,May
2770,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,131A AV/66 ST,2,5,2023,5/2/2023,Tuesday,May
2771,5/2/2023 12:00,Non-Violent,Property,Fraud Personal,130A AV/69 ST,2,5,2023,5/2/2023,Tuesday,May
2772,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,83 AV/85 ST,2,5,2023,5/2/2023,Tuesday,May
2773,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,83 AV/GATEWAY BV,2,5,2023,5/2/2023,Tuesday,May
2774,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,111 ST/87 AV,2,5,2023,5/2/2023,Tuesday,May
2776,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,103 AV/MAYFIELD COMMON RD,2,5,2023,5/2/2023,Tuesday,May
2777,5/2/2023 12:00,Non-Violent,Property,Fire Arson,112 AV/97 ST,2,5,2023,5/2/2023,Tuesday,May
2778,5/2/2023 12:00,Violent,Personal Violence,Assault,161 AV/46 ST,2,5,2023,5/2/2023,Tuesday,May
2779,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,110A ST/32 AV,2,5,2023,5/2/2023,Tuesday,May
2780,5/2/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,104 ST/99 AV,2,5,2023,5/2/2023,Tuesday,May
2781,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,118 AV/40 ST,2,5,2023,5/2/2023,Tuesday,May
2782,5/2/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,108 ST/82 AV,2,5,2023,5/2/2023,Tuesday,May
2784,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,ELLERSLIE RD SW/JAMES MOWATT TR SW,2,5,2023,5/2/2023,Tuesday,May
2785,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,137 AV/137 AV,2,5,2023,5/2/2023,Tuesday,May
2787,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,56 ST/145 AV,2,5,2023,5/2/2023,Tuesday,May
2788,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,ABBOTTSFIELD TC/ABBOTTSFIELD TC,2,5,2023,5/2/2023,Tuesday,May
2789,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/115 ST,2,5,2023,5/2/2023,Tuesday,May
2790,5/2/2023 12:00,Violent,Personal Violence,Assault,124A AV/77 ST,2,5,2023,5/2/2023,Tuesday,May
2791,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
2792,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
2794,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,103A AV/99 ST,2,5,2023,5/2/2023,Tuesday,May
2796,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,2,5,2023,5/2/2023,Tuesday,May
2797,5/2/2023 12:00,Violent,Personal Violence,Assault,82 AV/93 ST,2,5,2023,5/2/2023,Tuesday,May
2800,5/1/2023 12:00,Non-Violent,Property,Fraud - Financial,114A ST/114A ST,1,5,2023,5/1/2023,Monday,May
2801,5/1/2023 12:00,Disorder,General Disorder,Suspicious Person,146 ST/93 AV,1,5,2023,5/1/2023,Monday,May
2802,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,122 AV/60 ST,1,5,2023,5/1/2023,Monday,May
2803,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,105 ST/80 AV,1,5,2023,5/1/2023,Monday,May
2804,5/1/2023 12:00,Non-Violent,Property,Fire Arson,103 AV/95 ST,1,5,2023,5/1/2023,Monday,May
2805,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,BEARSPAW DR/BEARSPAW DR,1,5,2023,5/1/2023,Monday,May
2806,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,157 ST/STONY PLAIN RD,1,5,2023,5/1/2023,Monday,May
2807,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,139 AV/27 ST,1,5,2023,5/1/2023,Monday,May
2808,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,105A ST/66 AV,1,5,2023,5/1/2023,Monday,May
2809,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,109A AV/138 ST,1,5,2023,5/1/2023,Monday,May
2810,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,102 AV/157 ST,1,5,2023,5/1/2023,Monday,May
2811,5/1/2023 12:00,Disorder,General Disorder,Suspicious Person,109 AV/142 ST,1,5,2023,5/1/2023,Monday,May
2812,5/1/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,175 ST/90 AV,1,5,2023,5/1/2023,Monday,May
2814,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,70 ST SW/STANTON DR SW,1,5,2023,5/1/2023,Monday,May
2815,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,102 ST/80 AV,1,5,2023,5/1/2023,Monday,May
2816,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,104 AV/99 ST,1,5,2023,5/1/2023,Monday,May
2817,5/1/2023 12:00,Disorder,General Disorder,Trespassing,27 AV/SADDLEBACK RD,1,5,2023,5/1/2023,Monday,May
2821,6/12/2023 12:00,Violent,Personal Violence,Assault,100 ST/105A AV,12,6,2023,6/12/2023,Monday,Jun
2822,6/12/2023 12:00,Non-Violent,Property,Break and Enter Residential,100 AV/WHITEMUD DR,12,6,2023,6/12/2023,Monday,Jun
2823,6/12/2023 12:00,Non-Violent,Property,Possession Stolen Property,34 AV/50 ST,12,6,2023,6/12/2023,Monday,Jun
2824,6/12/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,120 AV/132 ST,12,6,2023,6/12/2023,Monday,Jun
2826,6/11/2023 12:00,Non-Violent,Property,Break and Enter Residential,103 AV/146 ST,11,6,2023,6/11/2023,Sunday,Jun
2827,6/11/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,123 ST/134B AV,11,6,2023,6/11/2023,Sunday,Jun
2828,6/11/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,BELVEDERE TC/FORT RD,11,6,2023,6/11/2023,Sunday,Jun
2829,6/11/2023 12:00,Non-Violent,Property,Theft Under $5000,63 AV/63 AV,11,6,2023,6/11/2023,Sunday,Jun
2830,6/11/2023 12:00,Non-Violent,Property,Break and Enter Commercial,75 ST/99 AV,11,6,2023,6/11/2023,Sunday,Jun
2831,6/11/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,118 AV/95 ST,11,6,2023,6/11/2023,Sunday,Jun
2832,6/11/2023 12:00,Violent,Sexual Violations,Indecent Act,184 ST/84 AV,11,6,2023,6/11/2023,Sunday,Jun
2833,6/11/2023 12:00,Disorder,General Disorder,Trouble with Person,LEGER BV/LEIGH CR,11,6,2023,6/11/2023,Sunday,Jun
2835,6/11/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,95 ST/97 AV,11,6,2023,6/11/2023,Sunday,Jun
2836,6/11/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/95 ST,11,6,2023,6/11/2023,Sunday,Jun
2838,6/11/2023 12:00,Non-Violent,Property,Break and Enter Residential,DECHENE LN/DECHENE RD,11,6,2023,6/11/2023,Sunday,Jun
2839,6/11/2023 12:00,Non-Violent,Property,Fraud - Financial,57 ST/98 AV,11,6,2023,6/11/2023,Sunday,Jun
2840,6/11/2023 12:00,Non-Violent,Property,Break and Enter Commercial,108 ST/JASPER AV,11,6,2023,6/11/2023,Sunday,Jun
2841,6/11/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/121 ST,11,6,2023,6/11/2023,Sunday,Jun
2842,6/11/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,82 AV/93 ST,11,6,2023,6/11/2023,Sunday,Jun
2844,6/11/2023 12:00,Non-Violent,Property,Break and Enter Residential,145 AV/AD ASTRA BV,11,6,2023,6/11/2023,Sunday,Jun
2846,6/11/2023 12:00,Non-Violent,Property,Theft Under $5000,66 ST/23 AV,11,6,2023,6/11/2023,Sunday,Jun
2847,6/11/2023 12:00,Non-Violent,Property,Internet Fraud,66 ST/23 AV,11,6,2023,6/11/2023,Sunday,Jun
2848,6/11/2023 12:00,Non-Violent,Property,Theft Under $5000,MEADOWLARK RD/MEADOWLARK TC,11,6,2023,6/11/2023,Sunday,Jun
2849,6/11/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,COLISEUM TC/COLISEUM TC,11,6,2023,6/11/2023,Sunday,Jun
2850,6/11/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,11,6,2023,6/11/2023,Sunday,Jun
2851,6/10/2023 12:00,Non-Violent,Property,Break and Enter Residential,103 AV/130 ST,10,6,2023,6/10/2023,Saturday,Jun
2852,6/10/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,150 AV/93 ST,10,6,2023,6/10/2023,Saturday,Jun
2853,6/10/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,162 ST/93 AV,10,6,2023,6/10/2023,Saturday,Jun
2854,6/10/2023 12:00,Disorder,General Disorder,Trespassing,23 AV/17 ST,10,6,2023,6/10/2023,Saturday,Jun
2855,6/10/2023 12:00,Disorder,Disputes/Disturbances,Dispute,11A AV/54 ST,10,6,2023,6/10/2023,Saturday,Jun
2856,6/10/2023 12:00,Non-Violent,Property,Fraud - Financial,139 ST/84 AV,10,6,2023,6/10/2023,Saturday,Jun
2857,6/10/2023 12:00,Non-Violent,Property,Theft Under $5000,104 ST/JASPER AV,10,6,2023,6/10/2023,Saturday,Jun
2858,6/10/2023 12:00,Violent,Personal Violence,Assault,HOOKE RD/HOOPER CR,10,6,2023,6/10/2023,Saturday,Jun
2860,6/10/2023 12:00,Violent,Personal Violence,Robbery Personal,110A AV/152 ST,10,6,2023,6/10/2023,Saturday,Jun
2861,6/10/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,104A AV/140 ST,10,6,2023,6/10/2023,Saturday,Jun
2862,6/10/2023 12:00,Non-Violent,Property,Fraud General,165 AV/56 ST,10,6,2023,6/10/2023,Saturday,Jun
2863,6/10/2023 12:00,Non-Violent,Property,Theft Under $5000,110A AV/160 ST,10,6,2023,6/10/2023,Saturday,Jun
2866,6/10/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,108A ST/84 AV,10,6,2023,6/10/2023,Saturday,Jun
2867,6/10/2023 12:00,Non-Violent,Property,Theft Under $5000,114 ST/NOT NAMED RD,10,6,2023,6/10/2023,Saturday,Jun
2869,6/10/2023 12:00,Non-Violent,Property,Fraud General,169 ST/88 AV,10,6,2023,6/10/2023,Saturday,Jun
2870,6/10/2023 12:00,Weapons,Weapons Violations,Weapons Complaint Firearm,18 AV/109 ST,10,6,2023,6/10/2023,Saturday,Jun
2871,6/9/2023 12:00,Non-Violent,Property,Internet Fraud,10 AV/38 ST,9,6,2023,6/9/2023,Friday,Jun
2872,6/9/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,101 ST/119 AV,9,6,2023,6/9/2023,Friday,Jun
