OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported,weekday,month
18763,4/8/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,134 AV/66 ST,8,4,2023,4/8/2023,Saturday,Apr
18764,4/8/2023 12:00,Non-Violent,Property,Break and Enter Residential,159 ST/PATRICIA DR,8,4,2023,4/8/2023,Saturday,Apr
18765,4/8/2023 12:00,Disorder,General Disorder,Trouble with Person,41 ST/41 ST,8,4,2023,4/8/2023,Saturday,Apr
18767,4/8/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,8,4,2023,4/8/2023,Saturday,Apr
18769,4/8/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,112 ST/NOT NAMED RD,8,4,2023,4/8/2023,Saturday,Apr
18770,4/8/2023 12:00,Disorder,General Disorder,Trouble with Person,82 AV/82 AV,8,4,2023,4/8/2023,Saturday,Apr
18771,4/8/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,166 AV/166 AV,8,4,2023,4/8/2023,Saturday,Apr
18772,4/8/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,104 AV/120 ST,8,4,2023,4/8/2023,Saturday,Apr
18774,4/8/2023 12:00,Disorder,General Disorder,Trouble with Person,31 AV/YOUVILLE DR,8,4,2023,4/8/2023,Saturday,Apr
18775,4/8/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,85 ST/134 AV,8,4,2023,4/8/2023,Saturday,Apr
18776,4/7/2023 12:00,Non-Violent,Property,Theft Under $5000,MEADOWLARK RD/MEADOWLARK TC,7,4,2023,4/7/2023,Friday,Apr
18778,4/7/2023 12:00,Disorder,General Disorder,Trouble with Person,53 AV/53 AV,7,4,2023,4/7/2023,Friday,Apr
18779,4/7/2023 12:00,Disorder,General Disorder,Trouble with Person,102 AV/153 ST,7,4,2023,4/7/2023,Friday,Apr
18780,4/7/2023 12:00,Disorder,General Disorder,Trouble with Person,83 AV/85 AV,7,4,2023,4/7/2023,Friday,Apr
18781,5/23/2023 12:00,Non-Violent,Property,Fraud - Financial,166 AV/91 ST,23,5,2023,5/23/2023,Tuesday,May
18782,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,174 ST/98A AV,23,5,2023,5/23/2023,Tuesday,May
18783,5/23/2023 12:00,Disorder,General Disorder,Trespassing,146 AV/52 ST,23,5,2023,5/23/2023,Tuesday,May
18784,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,128A AV/74 ST,23,5,2023,5/23/2023,Tuesday,May
18785,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,CONNORS RD/CONNORS RD,23,5,2023,5/23/2023,Tuesday,May
18786,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,165 AV/95 ST,23,5,2023,5/23/2023,Tuesday,May
18787,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,109 AV/95 ST,23,5,2023,5/23/2023,Tuesday,May
18788,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,134 AV/96 ST,23,5,2023,5/23/2023,Tuesday,May
18789,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,101 ST/BELLAMY HL,23,5,2023,5/23/2023,Tuesday,May
18790,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,104 AV/110 ST,23,5,2023,5/23/2023,Tuesday,May
18791,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,JASPER PLACE TC/100A AV,23,5,2023,5/23/2023,Tuesday,May
18792,5/23/2023 12:00,Disorder,General Disorder,Trespassing,104 ST/UNIVERSITY AV,23,5,2023,5/23/2023,Tuesday,May
18793,5/23/2023 12:00,Violent,Personal Violence,Assault,103 AV/116 ST,23,5,2023,5/23/2023,Tuesday,May
18794,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,50 ST SW/50 ST SW,23,5,2023,5/23/2023,Tuesday,May
18795,5/23/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,118 ST/133 AV,23,5,2023,5/23/2023,Tuesday,May
18797,5/23/2023 12:00,Violent,Personal Violence,Assault,62 ST/118 AV,23,5,2023,5/23/2023,Tuesday,May
18798,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,104 AV/117 ST,23,5,2023,5/23/2023,Tuesday,May
18799,5/23/2023 12:00,Non-Violent,Property,Fraud - Financial,27 AV/SADDLEBACK RD,23,5,2023,5/23/2023,Tuesday,May
18800,5/23/2023 12:00,Non-Violent,Property,Internet Fraud,120 ST/167A AV,23,5,2023,5/23/2023,Tuesday,May
18801,5/23/2023 12:00,Violent,Personal Violence,Assault,124A AV/77 ST,23,5,2023,5/23/2023,Tuesday,May
18802,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,106 AV/144 ST,23,5,2023,5/23/2023,Tuesday,May
18803,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,103 AV/MAYFIELD RD,23,5,2023,5/23/2023,Tuesday,May
18804,5/23/2023 12:00,Non-Violent,Property,Break and Enter Residential,15 AV/24 ST,23,5,2023,5/23/2023,Tuesday,May
18805,5/23/2023 12:00,Violent,Personal Violence,Assault,119 AV/81 ST,23,5,2023,5/23/2023,Tuesday,May
18806,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,70 AV/97 ST,23,5,2023,5/23/2023,Tuesday,May
18807,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,107A AV/97 ST,22,5,2023,5/22/2023,Monday,May
18808,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,112 AV/33 ST,22,5,2023,5/22/2023,Monday,May
18809,5/22/2023 12:00,Drugs,Drug Violations,Drugs,145 AV/142 AV,22,5,2023,5/22/2023,Monday,May
18810,5/22/2023 12:00,Non-Violent,Property,Possession Stolen Property,25 AV/118 ST,22,5,2023,5/22/2023,Monday,May
18811,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/97 ST,22,5,2023,5/22/2023,Monday,May
18812,5/22/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,121 ST/146 AV,22,5,2023,5/22/2023,Monday,May
18813,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,158A AV/99 ST,22,5,2023,5/22/2023,Monday,May
18814,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,119 ST/25 AV,22,5,2023,5/22/2023,Monday,May
18815,5/22/2023 12:00,Non-Violent,Property,Break and Enter Residential,115 ST/115 ST,22,5,2023,5/22/2023,Monday,May
18816,5/22/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,146 AV/50 ST,22,5,2023,5/22/2023,Monday,May
18817,5/22/2023 12:00,Disorder,General Disorder,Trespassing,119 AV/64 ST,22,5,2023,5/22/2023,Monday,May
18818,5/22/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,10A AV/80 ST,22,5,2023,5/22/2023,Monday,May
18819,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,109A AV/92 ST,22,5,2023,5/22/2023,Monday,May
18820,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,108 AV/97 ST,22,5,2023,5/22/2023,Monday,May
18821,5/22/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,24 AV/85 ST,22,5,2023,5/22/2023,Monday,May
18822,5/22/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,107 AV/92 ST,22,5,2023,5/22/2023,Monday,May
18823,5/22/2023 12:00,Non-Violent,Property,Fraud Personal,95 ST/KLARVATTEN RD,22,5,2023,5/22/2023,Monday,May
18824,5/22/2023 12:00,Disorder,Disputes/Disturbances,Dispute,105A AV/164 ST,22,5,2023,5/22/2023,Monday,May
18825,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,23 AV/66 ST,22,5,2023,5/22/2023,Monday,May
18826,5/22/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,61 AV/GATEWAY BV,22,5,2023,5/22/2023,Monday,May
18827,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,38 AV/38 AV,22,5,2023,5/22/2023,Monday,May
18828,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,186 ST/STONY PLAIN RD,22,5,2023,5/22/2023,Monday,May
18829,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,CHERRY CO SW/CHERRY CO SW,22,5,2023,5/22/2023,Monday,May
18830,5/22/2023 12:00,Disorder,General Disorder,Trespassing,119 AV/81 ST,22,5,2023,5/22/2023,Monday,May
18831,5/22/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,KINGSWAY /KINGSWAY ,22,5,2023,5/22/2023,Monday,May
18832,5/21/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/94 ST,21,5,2023,5/21/2023,Sunday,May
18833,5/21/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,125 AV/82 ST,21,5,2023,5/21/2023,Sunday,May
18834,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,160 AV/97 ST,21,5,2023,5/21/2023,Sunday,May
18835,5/21/2023 12:00,Disorder,General Disorder,Trouble with Person,32A AV/45A ST,21,5,2023,5/21/2023,Sunday,May
18836,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,50 ST/50 ST,21,5,2023,5/21/2023,Sunday,May
18837,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,119 AV/70 ST,21,5,2023,5/21/2023,Sunday,May
18838,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,109 AV/75 ST,21,5,2023,5/21/2023,Sunday,May
18839,5/21/2023 12:00,Violent,Personal Violence,Assault,119 AV/86 ST,21,5,2023,5/21/2023,Sunday,May
18840,5/21/2023 12:00,Violent,Personal Violence,Assault,106A AV/97 ST,21,5,2023,5/21/2023,Sunday,May
18841,5/21/2023 12:00,Non-Violent,Property,Break and Enter Residential,98 ST/109A AV,21,5,2023,5/21/2023,Sunday,May
18842,5/21/2023 12:00,Violent,Personal Violence,Assault,106 AV/113 ST,21,5,2023,5/21/2023,Sunday,May
18843,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/156 ST,21,5,2023,5/21/2023,Sunday,May
18844,5/21/2023 12:00,Violent,Personal Violence,Assault,YELLOWHEAD TR/YELLOWHEAD TR,21,5,2023,5/21/2023,Sunday,May
18845,5/21/2023 12:00,Non-Violent,Property,Fraud Personal,44 AV/KIRKWOOD WY,21,5,2023,5/21/2023,Sunday,May
18846,5/21/2023 12:00,Disorder,General Disorder,Trouble with Person,SHERBROOKE AV/ST ALBERT TR,21,5,2023,5/21/2023,Sunday,May
18847,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,112A ST/9 AV,21,5,2023,5/21/2023,Sunday,May
18848,5/21/2023 12:00,Non-Violent,Property,Break and Enter Residential,83 AV/83 AV,21,5,2023,5/21/2023,Sunday,May
18855,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,67 AV/172 ST,21,5,2023,5/21/2023,Sunday,May
18856,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,21,5,2023,5/21/2023,Sunday,May
18857,5/21/2023 12:00,Disorder,Disputes/Disturbances,Dispute,71 ST/78 AV,21,5,2023,5/21/2023,Sunday,May
18858,5/20/2023 12:00,Non-Violent,Property,Break and Enter Residential,101 ST/123 AV,20,5,2023,5/20/2023,Saturday,May
18859,5/20/2023 12:00,Non-Violent,Property,Break and Enter Residential,107 AV/32 ST,20,5,2023,5/20/2023,Saturday,May
18860,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,100 AV/104 ST,20,5,2023,5/20/2023,Saturday,May
18861,5/20/2023 12:00,Violent,Personal Violence,Assault,118 AV/82 ST,20,5,2023,5/20/2023,Saturday,May
18862,5/20/2023 12:00,Drugs,Drug Violations,Drugs,70 ST/118 AV,20,5,2023,5/20/2023,Saturday,May
18863,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,95 AV/95 AV,20,5,2023,5/20/2023,Saturday,May
18864,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,95 AV/95 AV,20,5,2023,5/20/2023,Saturday,May
18865,5/20/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,97 ST/89 AV,20,5,2023,5/20/2023,Saturday,May
18866,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,149 ST/STONY PLAIN RD,20,5,2023,5/20/2023,Saturday,May
18867,5/20/2023 12:00,Violent,Personal Violence,Assault,119 ST/137 AV,20,5,2023,5/20/2023,Saturday,May
18868,5/20/2023 12:00,Violent,Personal Violence,Assault,119 ST/137 AV,20,5,2023,5/20/2023,Saturday,May
18869,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/151 ST,20,5,2023,5/20/2023,Saturday,May
18871,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,42 AV/MILLBOURNE RD,20,5,2023,5/20/2023,Saturday,May
18872,5/20/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,100 ST/73 AV,20,5,2023,5/20/2023,Saturday,May
18873,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,MCMULLEN GR SW/MCMULLEN PL SW,20,5,2023,5/20/2023,Saturday,May
18874,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,99 ST/JASPER AV,20,5,2023,5/20/2023,Saturday,May
18875,5/20/2023 12:00,Violent,Personal Violence,Robbery Personal,91 ST/118 AV,20,5,2023,5/20/2023,Saturday,May
18876,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,97 ST/ANTHONY HENDAY DR,20,5,2023,5/20/2023,Saturday,May
18877,5/20/2023 12:00,Violent,Personal Violence,Assault,102 ST/POST RD,20,5,2023,5/20/2023,Saturday,May
18878,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,104 AV/95 ST,20,5,2023,5/20/2023,Saturday,May
18879,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,67 ST/99 AV,20,5,2023,5/20/2023,Saturday,May
18880,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,20,5,2023,5/20/2023,Saturday,May
18881,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,20,5,2023,5/20/2023,Saturday,May
18882,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,87 AV/114 ST,19,5,2023,5/19/2023,Friday,May
18883,5/19/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/127 ST,19,5,2023,5/19/2023,Friday,May
18884,5/19/2023 12:00,Violent,Personal Violence,Assault,118 AV/86 ST,19,5,2023,5/19/2023,Friday,May
18886,5/19/2023 12:00,Non-Violent,Property,Break and Enter Residential,42 AV/42 AV,19,5,2023,5/19/2023,Friday,May
18887,5/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,118A ST/2 AV SW,19,5,2023,5/19/2023,Friday,May
18888,5/19/2023 12:00,Non-Violent,Property,Fraud Personal,114 ST/80 AV,19,5,2023,5/19/2023,Friday,May
18891,5/19/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,107 ST/JASPER AV,19,5,2023,5/19/2023,Friday,May
18892,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,107 ST/JASPER AV,19,5,2023,5/19/2023,Friday,May
18893,5/19/2023 12:00,Violent,Personal Violence,Assault,121 AV/63 ST,19,5,2023,5/19/2023,Friday,May
18894,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,118 AV/GROAT RD,19,5,2023,5/19/2023,Friday,May
18895,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,19,5,2023,5/19/2023,Friday,May
18896,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,111 ST/JASPER AV,19,5,2023,5/19/2023,Friday,May
18897,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,37C AV/TAMARACK RD,19,5,2023,5/19/2023,Friday,May
18899,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,SASKATCHEWAN DR/TOMMY BANKS WY,19,5,2023,5/19/2023,Friday,May
18900,5/19/2023 12:00,Disorder,Disputes/Disturbances,Dispute,137 AV/137 AV,19,5,2023,5/19/2023,Friday,May
18901,5/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,126 AV/45 ST,19,5,2023,5/19/2023,Friday,May
18903,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,36 AV/79 ST,18,5,2023,5/18/2023,Thursday,May
18904,5/18/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,38 AV/MILL WOODS RD,18,5,2023,5/18/2023,Thursday,May
18905,5/18/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,71 AV/98 ST,18,5,2023,5/18/2023,Thursday,May
18909,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,51 AV/GATEWAY BV,18,5,2023,5/18/2023,Thursday,May
18910,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,18,5,2023,5/18/2023,Thursday,May
18911,5/18/2023 12:00,Violent,Personal Violence,Assault,70 ST/118 AV,18,5,2023,5/18/2023,Thursday,May
18912,5/18/2023 12:00,Disorder,Disputes/Disturbances,Dispute,106A AV/97 ST,18,5,2023,5/18/2023,Thursday,May
18913,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,100 ST/102 AV,18,5,2023,5/18/2023,Thursday,May
18914,5/18/2023 12:00,Drugs,Drug Violations,Drugs,111 AV/111 AV,18,5,2023,5/18/2023,Thursday,May
18916,5/18/2023 12:00,Non-Violent,Property,Break and Enter Commercial,103 AV/106 ST,18,5,2023,5/18/2023,Thursday,May
18918,5/18/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,175 ST/175 ST,18,5,2023,5/18/2023,Thursday,May
18919,5/18/2023 12:00,Weapons,Weapons Violations,Weapons Complaint Firearm,VICTORIA TR/YELLOWHEAD TR,18,5,2023,5/18/2023,Thursday,May
18920,5/18/2023 12:00,Disorder,General Disorder,Trespassing,117A ST SW/RUTHERFORD RD SW,18,5,2023,5/18/2023,Thursday,May
18921,5/18/2023 12:00,Violent,Personal Violence,Assault,121 AV/82 ST,18,5,2023,5/18/2023,Thursday,May
18922,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,118 ST/65 AV,18,5,2023,5/18/2023,Thursday,May
18923,5/18/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,140 ST/140 AV,18,5,2023,5/18/2023,Thursday,May
18924,5/18/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,103A AV/112 ST,18,5,2023,5/18/2023,Thursday,May
18925,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,109A AV/120 ST,18,5,2023,5/18/2023,Thursday,May
18926,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,18,5,2023,5/18/2023,Thursday,May
18927,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,101 ST/103 AV,18,5,2023,5/18/2023,Thursday,May
18928,5/18/2023 12:00,Non-Violent,Property,Fraud - Financial,66 ST SW/ELLERSLIE RD SW,18,5,2023,5/18/2023,Thursday,May
18929,5/18/2023 12:00,Non-Violent,Property,Possession Stolen Property,116 ST/NOT NAMED RD,18,5,2023,5/18/2023,Thursday,May
18931,5/18/2023 12:00,Violent,Personal Violence,Assault,116A AV/29 ST,18,5,2023,5/18/2023,Thursday,May
18932,5/23/2023 12:00,Non-Violent,Property,Fraud - Financial,67 ST/152B AV,23,5,2023,5/23/2023,Tuesday,May
18933,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,171 AV/95 ST,23,5,2023,5/23/2023,Tuesday,May
18934,5/23/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,68 ST/68 ST,23,5,2023,5/23/2023,Tuesday,May
18935,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,157A ST/79A AV,23,5,2023,5/23/2023,Tuesday,May
18937,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,107A AV/97 ST,23,5,2023,5/23/2023,Tuesday,May
18938,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,HOOKE RD/HOMESTEAD CR,23,5,2023,5/23/2023,Tuesday,May
18939,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,119 AV/65 ST,23,5,2023,5/23/2023,Tuesday,May
18940,5/23/2023 12:00,Non-Violent,Property,Fraud General,23 ST/23 ST,23,5,2023,5/23/2023,Tuesday,May
18941,5/23/2023 12:00,Disorder,Disputes/Disturbances,Dispute,134 AV/82 ST,23,5,2023,5/23/2023,Tuesday,May
18942,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,82 AV/93 ST,23,5,2023,5/23/2023,Tuesday,May
18943,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,137 AV/50 ST,23,5,2023,5/23/2023,Tuesday,May
18944,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,123 AV/82 ST,23,5,2023,5/23/2023,Tuesday,May
18945,5/23/2023 12:00,Violent,Personal Violence,Assault,121 ST/BUSH PILOT RD,23,5,2023,5/23/2023,Tuesday,May
18946,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,112 ST/82 AV,23,5,2023,5/23/2023,Tuesday,May
18948,5/23/2023 12:00,Violent,Personal Violence,Assault,205 ST/91 AV,23,5,2023,5/23/2023,Tuesday,May
18949,5/23/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,70 ST SW/70 ST SW,23,5,2023,5/23/2023,Tuesday,May
18950,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,156 ST/87 AV,23,5,2023,5/23/2023,Tuesday,May
18951,5/23/2023 12:00,Drugs,Drug Violations,Drugs,109A AV/120 ST,23,5,2023,5/23/2023,Tuesday,May
18952,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,137 AV/50 ST,23,5,2023,5/23/2023,Tuesday,May
18953,5/23/2023 12:00,Disorder,General Disorder,Trouble with Person,101 ST/102A AV,23,5,2023,5/23/2023,Tuesday,May
18954,5/23/2023 12:00,Non-Violent,Property,Break and Enter Commercial,64 AV/104 ST,23,5,2023,5/23/2023,Tuesday,May
18955,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,ROCHESTER AV/TOPHAM ST,23,5,2023,5/23/2023,Tuesday,May
18958,5/23/2023 12:00,Non-Violent,Property,Theft Under $5000,120 AV/92 ST,23,5,2023,5/23/2023,Tuesday,May
18959,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,106 ST/107 AV,22,5,2023,5/22/2023,Monday,May
18960,5/22/2023 12:00,Non-Violent,Property,Fire Arson,110A AV/133 ST,22,5,2023,5/22/2023,Monday,May
18961,5/22/2023 12:00,Non-Violent,Property,Possession Stolen Property,110 AV/96 ST,22,5,2023,5/22/2023,Monday,May
18962,5/22/2023 12:00,Non-Violent,Property,Break and Enter Residential,152 ST/STONY PLAIN RD,22,5,2023,5/22/2023,Monday,May
18963,5/22/2023 12:00,Non-Violent,Property,Break and Enter Residential,120 AV/49 ST,22,5,2023,5/22/2023,Monday,May
18964,5/22/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,105 ST/85 AV,22,5,2023,5/22/2023,Monday,May
18965,5/22/2023 12:00,Disorder,General Disorder,Trouble with Person,90 AV/90 AV,22,5,2023,5/22/2023,Monday,May
18966,5/22/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,69A ST/92B AV,22,5,2023,5/22/2023,Monday,May
18967,5/22/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,104 ST/99 AV,22,5,2023,5/22/2023,Monday,May
18968,5/22/2023 12:00,Non-Violent,Property,Possession Stolen Property,96 ST/105A AV,22,5,2023,5/22/2023,Monday,May
18969,5/22/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,82 AV/101 ST,22,5,2023,5/22/2023,Monday,May
18970,5/22/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,97 ST/NORTHGATE TC,22,5,2023,5/22/2023,Monday,May
18971,5/22/2023 12:00,Violent,Personal Violence,Assault,101 ST/105A AV,22,5,2023,5/22/2023,Monday,May
18973,5/22/2023 12:00,Violent,Personal Violence,Assault,108 AV/108 ST,22,5,2023,5/22/2023,Monday,May
18975,5/22/2023 12:00,Non-Violent,Property,Theft Under $5000,DESROCHERS GT SW/DESROCHERS GT SW,22,5,2023,5/22/2023,Monday,May
18976,5/22/2023 12:00,Non-Violent,Property,Fraud General,23 AV/47 ST,22,5,2023,5/22/2023,Monday,May
18978,5/21/2023 12:00,Non-Violent,Property,Break and Enter Residential,115 ST/174 ST,21,5,2023,5/21/2023,Sunday,May
18980,5/21/2023 12:00,Violent,Sexual Violations,Indecent Act,36 AV/79 ST,21,5,2023,5/21/2023,Sunday,May
18981,5/21/2023 12:00,Disorder,General Disorder,Suspicious Vehicle,63 AV/93 ST,21,5,2023,5/21/2023,Sunday,May
18982,5/21/2023 12:00,Non-Violent,Property,Theft Over $5000,75 ST/75 ST,21,5,2023,5/21/2023,Sunday,May
18985,5/21/2023 12:00,Drugs,Drug Violations,Drugs,101 ST/107 AV,21,5,2023,5/21/2023,Sunday,May
18986,5/21/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,112A AV/ST ALBERT TR,21,5,2023,5/21/2023,Sunday,May
18987,5/21/2023 12:00,Disorder,General Disorder,Trouble with Person,75 ST/86 AV,21,5,2023,5/21/2023,Sunday,May
18988,5/21/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,163 ST/83 AV,21,5,2023,5/21/2023,Sunday,May
18989,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,87 AV/87 AV,21,5,2023,5/21/2023,Sunday,May
18990,5/21/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,64 AV/89 ST,21,5,2023,5/21/2023,Sunday,May
18991,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,103 ST/103 AV,21,5,2023,5/21/2023,Sunday,May
18993,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,21,5,2023,5/21/2023,Sunday,May
18994,5/21/2023 12:00,Weapons,Weapons Violations,Weapons Complaint Firearm,HERMITAGE RD/VICTORIA TR,21,5,2023,5/21/2023,Sunday,May
18995,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,21,5,2023,5/21/2023,Sunday,May
18996,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,169 ST/88 AV,21,5,2023,5/21/2023,Sunday,May
18997,5/21/2023 12:00,Disorder,General Disorder,Suspicious Person,103 AV/111 ST,21,5,2023,5/21/2023,Sunday,May
18998,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,21,5,2023,5/21/2023,Sunday,May
19000,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,21,5,2023,5/21/2023,Sunday,May
19001,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,21,5,2023,5/21/2023,Sunday,May
19002,5/21/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,21,5,2023,5/21/2023,Sunday,May
19003,3/31/2023 12:00,Non-Violent,Property,Internet Fraud,68 ST/11 AV,31,3,2023,3/31/2023,Friday,Mar
19006,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,143 ST/95A AV,20,5,2023,5/20/2023,Saturday,May
19007,5/20/2023 12:00,Disorder,General Disorder,Trespassing,190A ST/52 AV,20,5,2023,5/20/2023,Saturday,May
